	comment_text	likes
233	*AND THEY DON'T STOP COMIN AND THEY DON'T STOP COMMIN AND THEY DON'T STOP COMMIN AMD THEY DON'T STOP COMM-*	0
234	TF the back is uglier than the iPhone four	0
235	No thank you! I'm stuck with the last pos they sold.	0
236	I remember when Apple was the innovator, every one of those features is available on my Samsung 8. They should've just copied the infinity display too...would've made it look much nicer.	0
237	This phone reminded me of the iphone 3gs, so glad that i got my S8+ for $775	0
238	techrax is gonna be so happy 😂😂😁	0
239	What if its night? Face recognition huh?	0
240	The copy of the Samsung 8	0
241	how do you go from 8 to 10	0
242	Stealing not having a home button just like the Samsung galaxy s8	0
243	That's the 8 the iPhone x is different	0
244	To me, it's just a waste of money. Samsung galaxy note 8 is better	0
245	If Apple never named their iPhones with an s and numbered it like Air Jordan shoes every year, the iPhone X would have been released last year. Now after releasing 14 different iPhone models, it's confusing having an 8 and 10 but no 9.\n\nThis is what Apple should have done without s naming.. \n\n2007 - iPhone\n2008 - iPhone II instead of 3G\n2009 - iPhone III instead of 3Gs\n2010 - iPhone IV \n2011 - iPhone V instead of 4s\n2012 - iPhone VI instead of 5\n2013 - iPhone VII instead of 5s\n2014 - iPhone VIII instead of 6\n2015 - iPhone IX instead of 6s\n2016 - iPhone X instead of 7\n2017 - iPhone XI instead of 8 & X\n\nOnly the first iPhone and iPhone 4 were named properly. Poor iPhone 9 and 7 doesn't get an s model. Next year, remove the numerics and refer to it only as iPhone the same way the numerics no longer exist for iPads or a MacBook.	0
246	If you look at the top you can see the camera they're using to film the iPhone is seeing the IR blasts coming from the sensor.	0
247	No home button? *laughs in Android*	0
248	just wait ... I'll sell my kidney n bay it .💔😂	0
249	#Apple have released another #Chinese clone it seems. Taking the last 3 years #tech already seen and throwing it into a device twice the price. I haven't seen any #groundbreaking moves from #Apple for many years now, even the computers are being #owned by competitors.	0
250	xbox one x most powerfull console + iphone x= love	0
251	The back is ugly	0
252	Someone help me buy this phone. ... anyone?  Come on millionaires & billionaires can anyone help me	0
253	It looks like a Samsung	0
254	5.8 inches X is larger the iPhone 8 is 5.5 inches ! The 8 has the button	0
255	I Done! I'm going back to flip phones! Where can I buy a Motorola RAZR?	0
256	Face recognition is the most stupid thing ever imo. I can get into my S5 just as fast, and with way more simplicity with my pattern lock. And is it just me or does that look like a past display screen, it's the complete opposite of an infinity screen and looks ugly.	0
257	apple claims this is the first OLED screen which is good enough for the iPhone..... but it's a lesser screen to the S8 and G6.... and the claim is bullshit, the thing about this good enough stuff is about profit margins....	0
258	You guys are Giving more reasons to swich back to iphone.	0
259	The phone looks cool on the front but the back and sides look awful, especially with that glass back and how the camera lip is like the Iphone 6 (Not smooth) and not like the Iphone 7 (smooth).	0
260	Android has done this already not original	0
261	Now without a charging port, you're still gonna buy it tho	0
262	If I could only afford one...	1
263	It looks like glass iPhone,,, that effect is not for me,,, 👎👎👎👎👎🍎 death	1
264	Made in China for $1000 +? LOL,  I can only imagine if it was made in the U.S. Talk about high profit margin. Apple is such a SCAM! \nhttps://www.cnbc.com/2017/08/01/apple-earnings-q2-2017-how-much-cash-does-apple-have.html	0
265	*Has features flagship Android phones have had for YEARS such as wireless charging, face unlock, etc. \n\n*Still, hilariously, convinces people that it's revolutionary and is worth over a $1,000\n\nApple - you are brilliant lol	1
266	I wanted a better phone, if I wanted a camera I would have bought a Nikon.	1
267	They should have put the fingerprint scanner on the apple logo on the back of the phone.	1
268	Im gonna buy it just because im gonna get better snap chat filters smh 😤	1
269	Didn't the 7 just come out...	1
270	wow tf copy samsung much 😂	0
271	Absolutely beautiful but wtf apple?! 1000 dollars??? Xpensive	0
272	Tmobile JUMP	0
273	*highkey copied on the Samsung 8..*	1
274	Samsung is better	0
275	iPhone Xpensive!	0
276	Apple disabled the comments... Cowards	0
277	what happened to iPhone 9????	0
278	DONT BUY IT	0
279	wut happened with 9	0
280	they copied meizu haha	0
281	no headphone jack?	0
282	South Korea still wins.	0
283	samsung galaxy 9 already copy this lol	0
284	Battery?	0
285	wtf 1000$ welp aint gettin this anytime soon im not rich	0
286	What about 7s	0
287	Did you mean: Samsung Galaxy S8	0
288	█▬█ █ ▀█▀  Apple Iphone X Amazing @@@	0
289	here is my review\n\n\n\n\noverpriced smartphone	0
290	$1000....\n*Nope.*	0
291	Copy s8	0
292	Rear looks shyt though	0
293	Oooooh looks breakable good thang it's 800 dallars	0
294	where is techrax	0
295	Wtf happened to the iPhone 9?	0
296	https://youtu.be/VASywEuqFd8	0
297	Waste of money...	1
298	s8 knock off	1
299	Did samsung make this? Nevermind that would be an insult to samsung and there amazing design team. Android has had these features for years, nothing new. Even the Samsung Galaxy s3 had the feature to unlock your phone with your face years ago. Nothing new invented here with Apple.	1
300	Nothing's scarier than a guy replying to every comment with an advertisement for his channel.	1
301	Wa da fuq?	0
302	Jacksfilms = sarcasm comedian	0
303	Idióta, iphone majmoló barmok!!!!!!	0
304	Iphone x imbibing and review  https://youtu.be/mkZihjq3BF8	0
305	Congrats on getting this on Trending John.	0
306	What happened to iphone 9?	0
307	Ahahah lmao	0
308	This is priceless	0
309	#2 on trending	0
310	gay emoji movie porn #YIAYfetish	0
311	True true	0
312	hiii	0
313	5TH ON TRENDING	0
314	The 1000$ Emoji Machine\nOMFG the cringe	0
315	Most disappointing Apple event ever	0
316	Apple went full retard	0
317	This guy is HILARIOUS!	0
318	idiot	0
319	There goes The spondsor	0
320	Summed up perfectly	0
321	Absolutely brilliant. You've outdone yourself Jack :)	0
322	MAKE MORE PARODIES	0
323	Animoji Movie, Coming 2018!	0
324	This video was awesome lol	0
325	Apple: The Emoji Machine now with fidget spinner emojis  (whispering) we being payed by Sony to advertise the fidget spinners movie (whispering)\nBy the way you forgot to include you can buy  at least 20 SNES minis.	0
326	This is awesome. 1:20 XDDDDDDDDD	0
327	A DEMENTOR LMAO	0
328	Freakin 1000.00 cosplay simulator	0
329	I've never been prouder, been a subber for like 3 years, and this video got on one of our newssites.	0
330	THIS IS SO TRUE OMG 😂😂😂	0
331	iPhone X. We can't get the face unlock to work. You can't scroll up. And you can become a poop emoji.\nStarting at $999	1
332	the ceo is gay and his product is gay $hit. why do you cry so much?	0
333	👈 watch by clicking here you can see People's are entertaining	1
334	*JACK LITERALLY  JUST COMMENTED ON MY LAST VIDEO* I'm crying right now 😭😭😭😢😢😢	0
335	How's it feel to be #5 on trending?	0
336	Thank you for your life juice	0
337	4th video on trending is about all the great things about the apple x and 5th video on trending is this dissing it out like the crap it is	0
338	Should have waited until the tenth iPhone to call it the X	0
339	This video reminds me of my sister because I think of her in penguin costumes & clumsy. & She said similar things back in the day like with that webpage.	0
340	 This is what Steve would have wanted.\n\n\n\n\n\nProbably.	0
341	clickbait. i was expecting a parody, not the real thing reuploaded	0
342	Yo Jack. This video was just shown on a news show in the netherlands!! So cool. You're great.	0
343	Wuahaha it comes with 2 colors you cant and afford it 😂	0
344	I hope apple loses money cause after the iPhone 6'its all been shit	0
345	JUST GOT BACK FROM 5TH GRADE CAMP	0
346	You're only paying for the company Samsung is way better than Apple	0
347	I honestly thought I was the only one and that was like are they serious it's official people only buy iPhones for the name iPhone because they don't have anything to offer it's nothing it's full of crap what I don't understand what the hell is that	0
348	Who the fuck pays $1000 for an iPhone?	0
349	Maybe this is just a marketing plot by HBO to get more people to watch GOT between seasons...	0
350	Jack speaks the truth	1
351	This is actually the original	1
352	i'm a simple person, i see an Iphone video, i click	0
353	thank you \n\n\n\n\n\ni hate apple and i was thinking of this kinda idea lol	0
354	No more using your phone while charging	1
355	That was pretty hilarious but also accurate that's why I stick with android because Apple is so damn expensive.	0
356	Always intriguing to me to see how some people get so upset over other people's choice of phone.	0
357	the best accurate description of  those apple products. :)	0
358	So thanks apple now I'm confused did they just release the IPhone 8 and 10 at the same time making one obsolete also what's with these software companies and they're hatred of the number 9?!?	0
359	Here in India an iPhone X 64 Gb will cost $1369....	0
360	Gaming pc that allows me to play games in 4k...or phone that allows me to watch games in 4k with a black bar...such a hard decision	0
361	I really wanna get that emoji machine..	0
362	lol the dementor part, cracks me up.	0
363	This is the quality content I subscribed for	0
364	you said it wrong its: 3 switches and its 2 games	0
365	Steve jobs vision was to sell stuff and make money not change the world.	0
366	Pay $1,000 or $1,200 for the 256GB, and not even getting half the full screen experience of a galaxy S8 or S8+. With lower resolution, a notch that blocks your view, and no hard press home button.	0
367	You know  you'll buy it. We'll all buy it. Damn you Apple! But seriously why buy an iPhone 8 when it's almost exactly like an iPhone 7 but slight with 2 more nucleus. Save money for iPhone X or better yet , save your money and in 2 more years the price will drop enough to buy it, after the new iPhone XI, XII, XII, XX come out.	0
368	Do you know what really grinds my gears? The iPhone X in America costs $999, which should be about £760, but they still charge £999.	0
369	Ever since Steve jobs passed away Iphone has gone to shit.  Iphones use to be sooo good. Like seriously wireless charging now? Samsung implemented it 2 generation ago with the S6 lmao xD	0
370	u should get rid the parody	0
371	man i wants this phone so bad but i can't afford it 😂😂	0
372	my local radio station played an audio clip from your video	0
373	“I told Nintendo that Switch wouldn’t be a success before it went on sale because I thought that in the age of the smartphone no one would carry around a game console,”\n -Tsunekazu Ishihara	0
374	they made it so easy for you hahaha emoji machine	1
375	Where was the parody?	1
376	the dementor part was so funny, me me proud boy jack	0
377	Ohohoho he said it *laughing like a walrus* 😂	0
378	I just got a redbull ad of 2 iphones being abandoned by their owners.\n\n\n\n\nI have a feeling they're gonna have some company soon.	0
379	Hi ! I work for a famous french media called MinuteBuzz , we have more than 4 million people on Facebook (https://www.facebook.com/profile.php?id=268418679283&ref=ts&fref=ts)\n\nWe love your video and we would like to post it on our Facebook page HERO \n\nWould you be cool with that ? \n\nOf course we will mention your page in the post description. \n\nBest regards.	0
380	is about ego, status and power.	0
381	It has 2 colors u cant afford it 😂😂😂	0
382	Wow this was really informative and enlightening. Thank you Jack.	0
383	Lel he said nothing about iPhone 8 he's just like (it's completely different  see now it's 800$)	0
384	SHUT UP AND TAKE MY KIDNEY!	0
385	He used the real video at times!	0
386	This is accurate as fuck and i love it XD	0
387	Hhaha funny video, loved it! Check it out or video that shows the funniest memes and tweets about the iphone x: https://goo.gl/KwXRVr	0
388	Ohohohohohoh hoho ohhoh oh *clap clap* he said it is the culmination here.	0
389	Who here remembers when Jack did parodies once a week not once a year?	0
390	I would rather buy a brand new PC	1
391	😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂	1
392	HEY CAN I BORROW YOUR DONGLE?	1
393	#YIAYfetish  alexander hamilton	0
394	Me me big trending.	1
395	FILM TUBE new Channel 💋💋❥❥❥👫💘😻💋💋	1
396	man I love this video	1
397	I'll take the 3 switches and 2 games please	1
398	Now that apple has our fingerprints it was the right time to collect our faces id too...thank you Apple. \nCan't wait to donate my liver for the next gen of IPhone and drop a few blood drops to safe unlock it. Keep up the good work!	1
399	Aw man this is brilliant\n\n\n\n\nThe emoji machine, not your video, JOHN.	1
400	I'm sure I speak for everyone when I say the wait is tearing me apart.	1
401	https://youtu.be/XBJtNAhVLag	0
402	This looks like another masterpiece!!! Bravo..tommy approved #theroom	1
403	check it out https://www.youtube.com/watch?v=h9gngMJvMYk	0
404	this looks so cool	0
405	This is sooo cool	0
406	oh hai doggy	0
407	Oh hi mark	0
408	Chip chip chip chip chip	0
409	Holy shit Franco nails it	0
410	Someone watched the nostalgia critic lmao	0
411	Hi doggy	0
412	‪SUBSCRIBE PLEASE! https://m.youtube.com/#/channel/UCSvj6wYBjUtG81hI9M04yOQ‬	0
413	Beautiful	0
414	the last scene lmao	0
415	CANT WAIT!!!	0
416	yeeeeeeesssssssssssssssssss!	0
417	BEST MOVIE EVER!!!	0
418	I am so excited.	0
419	Boyutiful	0
420	💖💖💖💖💖💖💖💖💖💖💖💖💖💖	0
421	http://formoneyonly.com/?refer=64120	0
422	🌟BEHIND THE SCENE🌟😮😮😮😮😮😮😮😮😮https://youtu.be/1Xtkkb8Hfw8	0
423	2:10 does not disappoint	0
424	0:18	0
425	This...this looks beautiful	0
426	omfg LETS GOO already	0
427	I did nooooooot	0
428	OH HAI MARK	0
429	fucking pewd make this guy famous	0
430	This actually looks cool xd	0
431	And Seth Rogen AS..... Seth Rogen	0
432	👈 watch by clicking here you can see People's are entertaining	1
433	Why does the guy with long hair look like John Mayer	0
434	Power is the disease.  Care is the cure.  Keep caring for yourself and others as best as you can.  This is life.	0
435	This looks like a great video, but after you are done would you be kind enough to check out my new YouTube channel and give me some feedback? Maybe even subscribing? :)	0
436	2B or not 2B? ...\n\n..where did I park my flying Mercedes?	0
437	I want to watch this	0
438	Been waiting since Greg's book came out -- I'm so excited.	0
439	Next thing you know, Tommy Wiseau is on stage accepting best picture	0
440	hey friends please subscribe to my channel	0
441	James does that voice SO FUCKING WELL. Holy shit.	0
442	How Did This Get Made: The Room: The Movie. Yes yes yes yes and yes.	0
443	wish it was a original story with tommy, instead of him having to remember his earlier project, it's almost like this film is making fun of his work.	0
444	He does the voice so good	0
445	I don't know if I have seen anything more spot on in my life	0
446	Great trailer, I could not be more excited for this movie! Also, anyone know the song name?	0
447	At first I didn't like it but that voice grew on me	0
448	The greatest movie about the greatest movie.	0
449	A24 doesn't disappoint.All there movie I seen was good	0
450	James Franco could earn an Oscar nomination for this !	0
451	Can't believe my video 10 Kittens 1st Day Outside has over 2 million views now! \nGo check it out and hit that subscribe button!  xoxo Sarina 😊 \n\nhttps://youtu.be/DcJk32AJckg	0
452	Did he go full retard or half retard? Can't tell	0
453	Still can't believe that the original movie was made in 2005.	0
454	Justice League, Thor, and Star Wars be damned, THIS is my most anticipated upcoming movie	0
455	I have never been more excited for a film.	0
456	I hope to see the Vampire finale in some sort.	0
457	Insert the room quote here 👇🏻	0
458	Anyone wondering how James's sex life is?	0
459	Anyone know the song that starts at 0:42? Thx	0
460	I really wanna watch this!	0
461	I totally can't wait to see this movie! James Franco does a good job as Tommy Wiseau!	0
462	This is the thing to see this year, man. That is all.  If you don't want to, you just don't get it.	0
463	I did not hit her \nI did naaaaaaaaht	0
464	What's the song name?	0
465	I really want to see some kind of video of Wiseau responding to this movie xD	0
466	Why didn't they hire Greg as himself AND DON'T TELL ME THEY WANT A GOOD ACTOR INSTEAD, *THEY HIRED DAVE FRANCO* oh hai Seth kan vee cas mi lithel brader ?	0
467	Having seen the original, it's going to be so much fun. Please, everyone, see The Room before seeing this	0
468	Damn, James Franco is soooo good!! Sounds exactly like the real guy!	0
469	These brothers seem like best friends, wish I could be close to my brother but the sad thing is I don't have one	0
470	It's Harry guys he's Spiderman best friend	0
471	imagine what if James Franco get nominated for the Oscar for this role	0
472	Wouldn't it be the most ironic thing ever if this movie gets James Franco an Oscar nomination?	0
473	Can't wait to see this in December! Definitely see Oscar nominations coming.	0
474	I think I prefer the Room itself	0
475	the book was a true literary masterpiece. just like the movie The Room	0
476	name of song is ACE MARINO - COMMUNICATION	0
477	Damn he's so accurate	0
478	After seeing the teaser, I was a little concerned about James Franco's accent, but not anymore! That was SPOT ON. This looks fantastic (and not just because of the accent). I cannot wait to see this!	0
479	This is a great fake trailer!!	0
480	His performance looks so much better than in the teaser.	0
481	You'll never be famous in a million years!\n\nBut after that? Holy shit that's such a good quote	0
482	Maybe Johnny is vampire. We'll see.	0
483	Best remake ever!	1
484	Belly sex.	1
485	oH hi MaRk	1
486	He has it all, Good look Many frends and also maybe Jonny is Vampyre	1
487	Can't wait for this! It seems like a modern Ed Wood.	1
488	It did not take a bunch of tries for Tommy to get his lines right. This movie is already gonna he inaccurate and terrible.	1
489	Looks like they made a terrible movie about making a terrible movie.  Exactly what the world needs right now!	1
490	*Cant wait for the movie to come out....anyway how's your sex life?*	1
491	WATCH IT IF YOU LOVE WATCHING FILMS ::  https://youtu.be/zMgekuJ8rx4	1
492	Hi, if your reading this, I just want you to have a good day. I have a small channel with very few subscribers, but I'll really appreciate it if you gave my videos a chance. Sorry to bother you	1
493	I LOVE THIS MOVIE SO MUCH 😳😳 ❤️	1
494	Hey guys I hope you are having a great day and are excited about this movie!!! From a small youtuber who dreams of making it big!!	1
495	Release this movie now!!!! why we have to wait till december?! im fed up with this world	1
496	TEN OUTTA TEN\nIF THIS DOESN'T WIN AN OSCAR I SWEAR TO FUCKING GOD	1
497	Trailer reaction https://youtu.be/PkRuJTuJ75I reaction	0
498	Would be much better without all that sexual garbage.	0
499	I think the room would have been a better movie if Johnny was a vampire	0
500	👈 watch by clicking on icon you can see People's are entertaining	1
501	4:30 the universe itself is comparable to the human brain. Google keyword search: images: universe + neuron	0
502	where the hell is this clown coming from? never heard such non-sense.	0
503	I can't believe he was a doctor	0
504	What do you think he took away from today?\nMy luggage...\nSo, trump is a liar AND a thief!	1
505	You poor hippocrats..Still crying and looking for attention.	0
506	Europe is laughing out loud at you americans, simply because you elected a bunch of apes to run your country.	0
507	I hope the media stays on top of Carson's HUD, any other federal agencies where woefully unqualified cronies have been installed. Their incompetence and results need to be reported so we can see what happens when people think government and experience in government doesn't matter.	0
508	I can sympathize with Ben Carson for being a scatterbrain, but not for his agenda.	0
509	Tbf leadership skills can be transferable buuuuuuuut sometimes those leaders lack said leadership skills...	0
510	The lunatic surrounds himself with other lunatics. America, you have become so bizarre...	0
511	Do you think Dolan gave Ben Carson the job only because he heard Urban in the name?	0
512	Ben Carson's stupidity still hasn't failed to shock me.	0
513	BEN CARSON IS THE MAN!!!!! THEY HATE HIM CAUSE HE EXPOSED HITLARY'S RITUAL ABUSE ON CHILDREN!!!!!!!	0
514	Seriously? You decide to attack the most prominent black republican representative? When we have all these other huge issues in our current government. Wow. I always knew Seth was Racist. He's just open about it now I guess.	0
515	How did them 6 others survive being stuck in a lift with him without him killing them with boredom, lucky it wasn't just one that would be a death sentence for sure.	0
516	So Americans in states that elected Drumpf will need the very 2 agencies - HUD And EPA - that the Drumpf administration vitually dismantled? HAH! Talk about what goes around comes around...	0
517	Conservative republicans don't need any of that socialist government aide! They have bootstraps that they pull up to get them out of the muck and when the rich people start trickling their wealth down, all will be right again!	0
518	Ben Carson could screw up a one car funeral	0
519	What an absolute clown.  It's reflective of the state of our nation that a man like Ben Carson could somehow manage to become a leading candidate for president of the United States.\n\nKudos to Ben Carson for his success as a brain surgeon, but it's fair to remember that politics isn't brain surgery - it's far more difficult.	0
520	DON'T TAKE ME TO A BLACK DOCTOR	0
521	Ben Carson doesn't believe in the policies of HUD *Continue to show commentators criticizing him but don't give any policy arguments or even show Dr. Carson explaining what he believes*	0
522	Seth forgot to add the rampant nepotism at HUD, with Carson's wife and kids attending meetings and making decisions.	0
523	I have to plug in headphones just to hear your weasel ass	0
524	What kind of loser uses a massave natural disaster to take political and personal stabs at anyone for the sake of ratings and profit? Oh yea its seth myers. What a POS.	0
525	Seth Meyers, Just another Shekelgruber RKM agent spewing his RKM lies to America. Want to learn more about this Shekelgruber agent and the RKM?  Click the link below:\n                            http://www.veteranstoday.com/2015/03/08/the-hidden-history-of-the-incredibly-evil-khazarian-mafia/	0
526	A lot of sleight of hand and smoke screening going on in this video...sure hope folks understand the HUD budget cuts and relief aid allowances better than Seth does before they go running around spreading this bs to others.	0
527	What has Obama done before he was president? What experience did he have?	0
528	Sad part he's not the only one not qualified for his post. We have a guy who sued EPA a number of times as the EPA chief. Devos as Education Chief, Rick Perry as Energy secretary, and a racist midget is the AG.	0
529	After seen this clip I'm flabbergasted, in my stupidity I'd thought that in the presidential cabinet it had only one crazy person but I see that they have a collection of them.	0
530	The pseudo leader of the Wu-tang Clan is the RZA.	0
531	Understand: To some, Trump is the fulfillment of their religious aspirations. Good luck, reality.	0
532	Ben Carson - someone dumber and stranger than Donald - hard to believe	0
533	Ben carson on paper looked like a put together fella. Then he started talking on tv. Now we all know there is something terribly wrong with HIS BRAIN.	0
534	Carson, Pruit, Devos and Price were deliberate selections by Trump and Bannon to destabilize the US government. Good job. Gobshites!	0
535	It's harder to become the best nurosurgen than to become part of the public housing	0
536	Trump literally didn't know who Fredrick Douglas was.  He just recently discovered Lincoln was a Republican (before Republicans switched to being the racist party during the Civil Rights era).  He thought health care was five dollar a month life insurance. He doesn't know how to spell heal.  He's STOOOOOPPID.	0
537	I hope Louis Black is watching this.	0
538	Dude is like a Republican Rain Man.	0
539	i will not intentionally do anything to benefit...any...american! only russians!	0
540	I was laughing until Seth said the guy is basically dismantling the department. This nation is perfectly capable of building affordable housing for less fortunate, but hey, who cares about them, the money is in multi-million dollar condos.	0
541	What's with the telemundo mug?	0
542	Ben Carson is proof that a person can be a neurosurgeon and somehow still be stupid as hell.	0
543	I have a question. Where's the... luggage! Someone took his luggage :(. Ahhhhhhh	0
544	It's not the responsibility of the federal government to pay for people's homes when they are destroyed.	0
545	I don't know wether to laugh or cry anymore when I see these clips...	0
546	Paul Ryan has not yet come to terms with the fact that Ayn Rand is power pornography for teenage boys at a certain stage of aching virginity -- and normal kids get over it.\n \nA lot of people throughout RepublicanLand have variations on the same problem.  They really believe a scientifically incorrect notion, that human beings are independent of one another.  It may feel like that for the lonely teenager, but it's never, ever, true.  \n \nFrom that falsehood, they then build up moralities, generally ugly, histories, false, and a subset of both: self-serving aims or purpose.\n\nThis high-minded purpose gives us a HUD Secretary who is opposed to the Department of HUD, a Secretary of Health (named Price!) who believes that all medicine should be commercial.  You've got a guy over at Environmental Protection who is on the side of the folks continuing to dig the hole deeper.  All with the highest moralities he's been able to find anywhere! \n \nThe good Doctor Carson is really, really, one of the gang.\n\n-dlj.	0
547	It is Trump's goal to dismantle the US government and leave it in so much chaos that Russia is able to become the largest super power again.	0
548	You all recall when a man threw his shoe at former pres.Bush? Well, it's time to get your shoes ready again people!!!	0
549	wake up Ben you are talking on stage!	0
550	how high is that guy	0
551	God damn bumbling fool. They must have experimented on his brain	0
552	Ben Carson is clearly writing his own prescriptions	0
553	* points and laughs at Ben Carson *	0
554	I loved the CPR joke. A lot.	0
555	2:34 Watching that guy in the background as his eyes bounce back and forth rapidfire between Warren and Carson.\n\n5:55 Seriously, he probably fell asleep	0
556	I worked at a top NYC hospital and the neurosurgeons were loons.	0
557	And so far he has succeeded	0
558	07:32  Make the USA  Great again   <<<== TAKE A $6.2 Billion cut from HUD 2018 Budget just so  that the WEALTHY pay even LESS in TAXES.. Still support DUMP Mr.& Misses Trailer park dwellers who SUPPORTED THIS CLOWN.. NOT THAT HIL HIL Was ANY BETTER.. I VOTED FOR BERNIE SANDERS..    Bernie+Lizzie&Birdie 2020	0
559	Ben Carson is a idiot. But what else is to expect from a American?	0
560	Lmao this man is a walking punch line!	0
561	Does he only operate on foreign children, or is he just taking a break from helping? I guess we shouldn't get on Carson too much for his worst answer to a marathon Q&A, but jeez this guy.	0
562	Hold up... The Abbot is Wu leader... GFK is a king, no doubt, but... Rza tho	0
563	Well… The brain surgeon Ben Carson just proved how truly insane he is…	0
564	Trump eliminated the programs we needed the most. Not wise.	0
565	Glad I never had him for a doctor	0
566	I wish Ben Carson was my grandpa...	0
567	Please go bck to surgery. No freaking experience in this position. That's new normal in administration .  Imagine him performing brain surgery without any training. A disaster!! The most powerful position in world also has no experience but you need experience to get almost  any other job.  Sick	0
568	Well the people of Texas probably shouldn't have voted for the person bragging about slashing relief funds huh. Hindsight really is 20/20	0
569	What did he take away from this [trip] today?\nMy luggage!\n\n... but maybe that only adds an extra layer of humour if english is not your mother tongue? ;)	0
570	Trump sees HUD primarily as a tool for enriching well-connected real-estate developers, Carson’s combination of loyalty and ignorance may make him uniquely “qualified” for the position. 😠	0
571	And this guy is a brain surgeon; wonder how many lawsuits against him?  He's despicable!	0
572	Rural Americans black people only voted for Obama because he's blackBen Carson runs for president Black people: NO!Rural Americans: but we thought.......	0
573	😆😂😆😂😆 OMG this dump administration is a nightmare LMAO	0
574	*THIS IS ALT-LEFT PROPAGANDA*	0
575	inept is putting it mildly	0
576	check it out https://www.youtube.com/watch?v=h9gngMJvMYk	0
577	I forgot Ben Carson existed	0
578	I like Ben Carson😊	0
579	dr. ben magoo	0
580	Oh look another comedian reporter crying.	0
581	f....cking lefties always talking sh......	0
582	Ugh... 6:30...I'm done LOL	0
583	2:36 2:55 Lol	0
584	Such a fool. 😠	0
585	http://formoneyonly.com/?refer=64120	0
586	Tha fuq?	0
587	sow what you reap	0
588	We are so screwed	0
589	I think Ben Carson needs neurosurgery.	0
590	Ridiculous fake news	0
591	This dude is weird asf	0
592	Ben Carson!!!!!!\nGood God!!	0
593	As an Australian living in Melbourne I have never been so thankful to have the massive Pacific Ocean, several time zones & the equator between me & the U.S. I pity anyone who will get trapped under Trump’s stupid, bumbling, demagoguery #Glade_To_NOT_Be_An_American.	1
594	Just here for the thumbs down! **liberal propaganda**	1
595	Lets see. A white privileged, white racist Hollywood comedian who's made his career focus on bashing America and its people who live not according to his lifestyle, thinks he's doing the white race a solid by attack an intelligent, accomplished Black Man who is one of the world best known neurosurgeon. This comedian is a racist asshole.	1
596	The head of HUD is a dud ,😴	1
597	Will Texans refuse to take government handouts?? And be proud republicans??	1
598	How could Ben Carson cou#$ dfj$% ....... 😴😴😴	1
599	Merica is seriously in chaos	1
600	Sounds like the phone will be easier to booty dial. Just saying!	0
601	My two biggest disappointments from this event are 1 the iPhone 10 not having a full 2k display and the screen only putting out 625nits of max brightness. That's a little less than half the max brightness of the galaxy note 8. I understand it will  be better than the Note 8 in lots of other ways, but I wanted it to match or be better in every conceivable way so the android fans wouldn't have anything to hold on to.	0
602	Facial recognition! No way! Oh wait my damn Nexus 4 had that shit. God apple is so pathetic these days	0
603	So...we're just going to overlook how advanced technology is becoming to describe you? LOCATION, FINGER PRINTS, FRONT FACING APPLE ID UNLOCK......l'll pass.	0
604	Wireless charging, which is awesome to see. It doesn't even feel awesome anymore. It's old news, has been used by companies for 3 years.	0
605	Am I the only person who finds the shape of the screen unappealing? It looks like the screen has ears.	0
606	My first question is: Where do other notification icons go?	0
607	👈 watch by clicking here you can see People's are entertaining	1
608	stupid face id. so what is you are a twin. should have stuck with touch id for security	0
609	Look at all these poor Shitsung folks in the comments... Putting personal preference aside, no matter how you slice it, Apple will come out with the new best-selling phone on the market, again. It will be the fastest phone on the market, again. It will have the most used features, largest and most well-developed App Store, and highest adoption rate of hardware & software out of every single phone on the planet. People will be willing to pay for these devices for years to come, and it all comes from the (non-arguably) brilliant marketing tactics that Apple has been following for years. In the end, none of the debate matters when it's Tim Cook who will be sitting on top of his massive cash pile with the first TRILLION DOLLAR-VALUED company in the world. Can't argue with facts people. BUT, I'm sure you'll find a way!	0
610	How do you put it in sleep mode if holding off makes Siri alert?	0
611	Here's a question: if you trigger Siri by holding down the Sleep/Wake button, how do you turn off the phone?	0
612	Junk, made in China for 5$	0
613	And no 128gb. 64gb and then 256. Ridiculous. Anyway... not upgrading.	0
614	The battery icon already changes from white to black . It's stock iOS . Tell me something new .	0
615	Apple is really starting to fall off. Galaxy S8 is tops right now next to the Galaxy Note 8.	0
616	Like this or you'll become gay	0
617	...From a emoji *uses the poop emoji* this is the best shit from the new iPhone though.\ndude...	0
618	brb* going to whore myself for this phone	1
619	I think people won't complain about the headphone jack if Apple Ships their iPhones with wireless earbuds.	0
620	What if u just show a picture of the iPhone owner's face to unlock the phone lolol	0
621	I liked the what does the fox say joke	0
622	There is no 9, because 7 ate 9! Okay I'll go now....	1
623	how can you take a screenshot ??	0
624	That gesture reminds me of the BlackBerry 10 OS	0
625	Specs are fine but imo..... Hate the design for the hell of everything!	0
626	$1000 for a phone?!?! WTF. then iPhone XI will come out in six months but this time it will be larger. geez	0
627	Talking shit emoji! That is classic! Thank you Apple engineers for making it real	0
628	Why can't anyone build a phone without camera bumps?	0
629	No reason to buy it	1
